src_ip,dst_ip,src_port,dst_port,frame_length,label
192.168086037,40.119249228,51483,443,254,0
4.245163056,192.168086037,443,51482,364,0
192.168086037,4.245163056,51484,443,52,0
4.245163056,192.168086037,443,51482,82,0
40.119249228,192.168086037,443,51483,2960,0
40.119249228,192.168086037,443,51483,878,0
192.168086037,40.119249228,51483,443,198,0
4.245163056,192.168086037,443,51484,52,0
192.168086037,4.245163056,51484,443,40,0
192.168086037,4.245163056,51484,443,249,0
4.245163056,192.168086037,443,51484,1500,0
4.245163056,192.168086037,443,51484,1076,0
192.168086037,4.245163056,51484,443,198,0
4.245163056,192.168086037,443,51484,91,0
4.245163056,192.168086037,443,51484,109,0
192.168086037,4.245163056,51484,443,127,0
192.168086037,4.245163056,51484,443,316,0
192.168086037,4.245163056,51484,443,78,0
40.119249228,192.168086037,443,51483,91,0
40.119249228,192.168086037,443,51483,109,0
192.168086037,40.119249228,51483,443,127,0
192.168086037,40.119249228,51483,443,1480,0
192.168086037,40.119249228,51483,443,1197,0
192.168086037,40.119249228,51483,443,78,0
4.245163056,192.168086037,443,51484,40,0
4.245163056,192.168086037,443,51484,78,0
4.245163056,192.168086037,443,51484,365,0
40.119249228,192.168086037,443,51483,78,0
40.119249228,192.168086037,443,51483,40,0
40.119249228,192.168086037,443,51483,1371,0
192.168086001,192.168086037,53,62709,158,0
192.168086037,20.163045189,51485,443,52,0
20.163045189,192.168086037,443,51485,52,0
192.168086037,20.163045189,51485,443,40,0
192.168086037,20.163045189,51485,443,249,0
20.163045189,192.168086037,443,51485,1500,0
20.163045189,192.168086037,443,51485,1010,0
192.168086037,20.163045189,51485,443,198,0
20.163045189,192.168086037,443,51485,91,0
20.163045189,192.168086037,443,51485,109,0
192.168086037,20.163045189,51485,443,127,0
192.168086037,20.163045189,51485,443,322,0
192.168086037,20.163045189,51485,443,78,0
192.168086037,20.163045189,51485,443,1480,0
20.163045189,192.168086037,443,51485,40,0
192.168086037,20.163045189,51485,443,1178,0
20.163045189,192.168086037,443,51485,78,0
20.163045189,192.168086037,443,51485,16100,0
20.163045189,192.168086037,443,51485,512,0
20.163045189,192.168086037,443,51485,17560,0
20.163045189,192.168086037,443,51485,5880,0
20.163045189,192.168086037,443,51485,20480,0
20.163045189,192.168086037,443,51485,386,0
192.168086037,20.163045189,51485,443,183,0
192.168086037,20.163045189,51485,443,177,0
20.163045189,192.168086037,443,51485,4420,0
20.163045189,192.168086037,443,51485,51,0
192.168086001,192.168086037,53,62709,289,0
192.168086037,23.192229145,51486,80,52,0
23.192229145,192.168086037,80,51486,52,0
192.168086037,23.192229145,51486,80,40,0
192.168086037,23.192229145,51486,80,290,0
23.192229145,192.168086037,80,51486,40,0
23.192229145,192.168086037,80,51486,7340,0
23.192229145,192.168086037,80,51486,354,0
23.192229145,192.168086037,80,51486,1500,0
23.192229145,192.168086037,80,51486,350,0
23.192229145,192.168086037,80,51486,2960,0
23.192229145,192.168086037,80,51486,345,0
23.192229145,192.168086037,80,51486,349,0
23.192229145,192.168086037,80,51486,273,0
23.192229145,192.168086037,80,51486,4420,0
23.192229145,192.168086037,80,51486,267,0
23.192229145,192.168086037,80,51486,271,0
23.192229145,192.168086037,80,51486,277,0
23.192229145,192.168086037,80,51486,269,0
23.192229145,192.168086037,80,51486,263,0
23.192229145,192.168086037,80,51486,275,0
23.192229145,192.168086037,80,51486,265,0
23.192229145,192.168086037,80,51486,266,0
23.192229145,192.168086037,80,51486,276,0
23.192229145,192.168086037,80,51486,268,0
23.192229145,192.168086037,80,51486,274,0
23.192229145,192.168086037,80,51486,278,0
23.192229145,192.168086037,80,51486,270,0
23.192229145,192.168086037,80,51486,280,0
23.192229145,192.168086037,80,51486,5880,0
23.192229145,192.168086037,80,51486,440,0
23.192229145,192.168086037,80,51486,438,0
23.192229145,192.168086037,80,51486,10260,0
23.192229145,192.168086037,80,51486,563,0
23.192229145,192.168086037,80,51486,581,0
23.192229145,192.168086037,80,51486,532,0
23.192229145,192.168086037,80,51486,595,0
192.168086037,20.163045189,51485,443,118,0
192.168086037,20.163045189,51485,443,893,0
20.163045189,192.168086037,443,51485,476,0
20.163045189,192.168086037,443,51485,431,0
20.163045189,192.168086037,443,51485,880,0
192.168086037,20.163045189,51485,443,117,0
192.168086037,20.163045189,51485,443,1161,0
20.163045189,192.168086037,443,51485,2960,0
20.163045189,192.168086037,443,51485,841,0
23.192229145,192.168086037,80,51486,264,0
23.192229145,192.168086037,80,51486,272,0
23.192229145,192.168086037,80,51486,434,0
23.192229145,192.168086037,80,51486,436,0
192.168086037,20.163045189,51485,443,187,0
192.168086037,20.163045189,51485,443,1275,0
13.107042016,192.168086037,443,51620,71,0
142.250105094,192.168086037,80,51624,40,0
13.107021239,192.168086037,443,51619,40,0
13.107246040,192.168086037,443,51621,40,0
142.250105094,192.168086037,80,51624,1025,0
142.250105094,192.168086037,80,51624,248,0
192.168086037,142.250105094,51624,80,40,0
192.168086037,13.107137011,51615,443,855,0
13.107042016,192.168086037,443,51620,40,0
192.168086037,13.107005093,51625,443,52,0
192.168086037,142.250105094,51618,443,40,0
192.168086037,13.107042016,51620,443,40,0
13.107005093,192.168086037,443,51625,52,0
13.107137011,192.168086037,443,51615,40,0
192.168086037,13.107005093,51625,443,40,0
192.168086037,192.168086001,57026,53,54,0
192.168086037,192.168086001,53591,53,65,0
192.168086037,13.107005093,51625,443,557,0
192.168086037,13.107005093,51626,443,52,0
142.250105094,192.168086037,443,51618,40,0
13.107137011,192.168086037,443,51615,5880,0
13.107137011,192.168086037,443,51615,618,0
192.168086037,13.107137011,51615,443,40,0
192.168086037,13.107137011,51615,443,114,0
192.168086037,13.107137011,51615,443,1480,0
192.168086037,13.107137011,51615,443,602,0
192.168086001,192.168086037,53,57026,40,0
20.049150241,192.168086037,443,51606,78,0
20.049150241,192.168086037,443,51606,40,0
192.168086001,192.168086037,53,53591,237,0
192.168086037,17.188172074,51627,443,52,0
13.107005093,192.168086037,443,51625,40,0
13.107005093,192.168086037,443,51625,139,0
13.107005093,192.168086037,443,51626,52,0
192.168086037,13.107005093,51626,443,40,0
13.107042016,192.168086037,443,51620,639,0
13.107137011,192.168086037,443,51615,499,0
192.168086037,13.107005093,51626,443,557,0
192.168086037,13.107005093,51625,443,384,0
17.188172074,192.168086037,443,51627,44,0
192.168086037,17.188172074,51627,443,40,0
192.168086037,17.188172074,51627,443,312,0
192.168086037,20.049150241,51606,443,40,0
13.107005093,192.168086037,443,51626,40,0
13.107005093,192.168086037,443,51626,139,0
192.168086037,13.107005093,51626,443,384,0
192.168086037,192.168086001,53591,53,66,0
13.107005093,192.168086037,443,51625,2960,0
13.107005093,192.168086037,443,51625,1297,0
192.168086037,13.107005093,51625,443,646,0
17.188172074,192.168086037,443,51627,40,0
17.188172074,192.168086037,443,51627,1500,0
192.168086001,192.168086037,53,53591,130,0
17.188172074,192.168086037,443,51627,808,0
192.168086037,17.188172074,51627,443,120,0
13.107005093,192.168086037,443,51626,2960,0
13.107005093,192.168086037,443,51626,1297,0
192.168086037,13.107005093,51626,443,653,0
13.107005093,192.168086037,443,51625,499,0
13.107005093,192.168086037,443,51625,1500,0
13.107005093,192.168086037,443,51625,1086,0
13.107005093,192.168086037,443,51625,137,0
13.107005093,192.168086037,443,51626,499,0
13.107005093,192.168086037,443,51626,1500,0
13.107005093,192.168086037,443,51626,41,0
13.107005093,192.168086037,443,51626,522,0
192.168086037,192.168086001,53591,53,60,0
20.049150241,192.168086037,443,51606,395,0
192.168086001,192.168086037,53,53591,215,0
192.168086037,52.113194132,51628,443,52,0
192.168086037,192.168086001,53591,53,75,0
192.168086037,20.049150241,51629,443,52,0
192.168086001,192.168086037,53,53591,212,0
13.107137011,192.168086037,443,51615,2960,0
13.107137011,192.168086037,443,51615,1168,0
13.107137011,192.168086037,443,51615,7340,0
13.107137011,192.168086037,443,51615,954,0
13.107137011,192.168086037,443,51615,1286,0
13.107137011,192.168086037,443,51615,820,0
192.168086037,20.042073030,51630,443,52,0
52.113194132,192.168086037,443,51628,52,0
192.168086037,52.113194132,51628,443,40,0
192.168086037,52.113194132,51628,443,219,0
20.042073030,192.168086037,443,51630,52,0
192.168086037,20.042073030,51630,443,40,0
192.168086037,20.042073030,51630,443,252,0
192.168086037,192.168086001,53591,53,88,0
52.113194132,192.168086037,443,51628,40,0
52.113194132,192.168086037,443,51628,5880,0
52.113194132,192.168086037,443,51628,175,0
20.042073030,192.168086037,443,51630,2960,0
20.042073030,192.168086037,443,51630,1355,0
192.168086037,52.113194132,51628,443,198,0
192.168086037,20.042073030,51630,443,198,0
20.049150241,192.168086037,443,51629,52,0
20.042073030,192.168086037,443,51630,91,0
20.042073030,192.168086037,443,51630,109,0
192.168086037,20.049150241,51629,443,40,0
192.168086037,20.049150241,51629,443,254,0
192.168086001,192.168086037,53,53591,147,0
52.113194132,192.168086037,443,51628,382,0
192.168086037,52.105047039,51631,443,52,0
192.168086037,20.042073030,51630,443,127,0
192.168086037,20.042073030,51630,443,78,0
192.168086037,20.042073030,51630,443,706,0
192.168086037,20.042073030,51630,443,1480,0
192.168086037,20.042073030,51630,443,140,0
192.168086037,52.113194132,51628,443,1200,0
20.054232160,192.168086037,443,51597,1417,0
20.042073030,192.168086037,443,51630,40,0
20.042073030,192.168086037,443,51630,78,0
192.168086037,17.188172074,51627,443,191,0
192.168086037,20.054232160,51597,443,40,0
17.188172074,192.168086037,443,51627,4420,0
17.188172074,192.168086037,443,51627,734,0
17.188172074,192.168086037,443,51627,64,0
20.049150241,192.168086037,443,51629,2960,0
20.049150241,192.168086037,443,51629,878,0
192.168086037,20.049150241,51629,443,198,0
52.105047039,192.168086037,443,51631,52,0
192.168086037,52.105047039,51631,443,40,0
192.168086037,52.105047039,51631,443,439,0
20.042073030,192.168086037,443,51630,326,0
20.042073030,192.168086037,443,51630,82,0
192.168086037,23.200156212,51593,80,40,0
20.049150241,192.168086037,443,51629,91,0
20.049150241,192.168086037,443,51629,109,0
192.168086037,20.049150241,51629,443,127,0
192.168086037,20.049150241,51629,443,763,0
192.168086037,20.049150241,51629,443,78,0
52.105047039,192.168086037,443,51631,139,0
192.168086037,52.105047039,51631,443,510,0
23.200156212,192.168086037,80,51593,40,0
52.113194132,192.168086037,443,51628,879,0
20.049150241,192.168086037,443,51629,40,0
20.049150241,192.168086037,443,51629,78,0
52.105047039,192.168086037,443,51631,5880,0
52.105047039,192.168086037,443,51631,265,0
192.168086037,52.105047039,51631,443,114,0
192.168086037,52.105047039,51631,443,1500,0
192.168086037,52.105047039,51631,443,1059,0
192.168086001,192.168086037,53,51607,52,0
192.168086001,192.168086037,53,51608,52,0
192.168086037,192.168086001,63648,53,64,0
192.168086001,192.168086037,53,63648,183,0
52.105047039,192.168086037,443,51631,40,0
52.105047039,192.168086037,443,51631,143,0
192.168086037,20.232248179,51632,443,52,0
20.049150241,192.168086037,443,51629,438,0
20.232248179,192.168086037,443,51632,52,0
192.168086037,20.232248179,51632,443,40,0
192.168086037,20.232248179,51632,443,338,0
20.232248179,192.168086037,443,51632,139,0
192.168086037,20.232248179,51632,443,409,0
52.105047039,192.168086037,443,51631,4420,0
52.105047039,192.168086037,443,51631,325,0
192.168086037,13.107137011,51319,443,40,0
192.168086037,13.107137011,51355,443,40,0
192.168086037,13.107137011,51354,443,40,0
192.168086037,13.107137011,51357,443,40,0
192.168086037,192.168086001,55593,53,91,0
192.168086001,192.168086037,53,51609,52,0
192.168086001,192.168086037,53,51610,52,0
20.232248179,192.168086037,443,51632,2960,0
20.232248179,192.168086037,443,51632,1069,0
192.168086037,20.232248179,51632,443,114,0
192.168086037,20.232248179,51632,443,441,0
192.168086037,20.232248179,51632,443,1480,0
192.168086037,20.232248179,51632,443,605,0
20.049150241,192.168086037,443,51629,82,0
20.232248179,192.168086037,443,51632,143,0
192.168086001,192.168086037,53,55593,352,0
20.232248179,192.168086037,443,51632,40,0
192.168086037,13.107139011,51633,443,52,0
192.168086037,17.188172074,51627,443,62,0
192.168086037,192.168086001,49665,53,71,0
20.232248179,192.168086037,443,51632,275,0
13.107139011,192.168086037,443,51633,52,0
192.168086037,13.107139011,51633,443,40,0
192.168086037,13.107139011,51633,443,798,0
192.168086001,192.168086037,53,49665,258,0
192.168086037,192.168086001,62798,53,65,0
13.107246040,192.168086037,443,51623,52,0
13.107246040,192.168086037,443,51622,52,0
192.168086037,17.057144152,51634,5223,52,0
192.168086001,192.168086037,53,62798,145,0
192.168086037,162.159128233,51635,443,52,0
13.107139011,192.168086037,443,51633,40,0
13.107139011,192.168086037,443,51633,139,0
17.057144152,192.168086037,5223,51634,44,0
192.168086037,17.057144152,51634,5223,40,0
192.168086037,13.107139011,51633,443,869,0
162.159128233,192.168086037,443,51635,52,0
192.168086037,162.159128233,51635,443,40,0
192.168086037,162.159128233,51635,443,215,0
192.168086037,20.232248179,51632,443,1055,0
162.159128233,192.168086037,443,51635,40,0
162.159128233,192.168086037,443,51635,1500,0
162.159128233,192.168086037,443,51635,1305,0
192.168086037,162.159128233,51635,443,133,0
192.168086037,17.057144152,51634,5223,338,0
13.107139011,192.168086037,443,51633,5880,0
13.107139011,192.168086037,443,51633,297,0
162.159128233,192.168086037,443,51635,298,0
192.168086037,13.107139011,51633,443,114,0
192.168086037,13.107139011,51633,443,1480,0
192.168086037,13.107139011,51633,443,748,0
192.168086037,162.159128233,51635,443,328,0
17.057144152,192.168086037,5223,51634,40,0
17.057144152,192.168086037,5223,51634,2960,0
17.057144152,192.168086037,5223,51634,678,0
192.168086001,192.168086037,53,51611,52,0
192.168086001,192.168086037,53,51612,52,0
192.168086037,17.057144152,51634,5223,120,0
192.168086037,20.042073030,51636,443,52,0
192.168086037,192.229211108,50701,80,40,0
13.107139011,192.168086037,443,51633,499,0
192.168086037,192.168086001,62017,53,63,0
192.168086037,13.107139011,51637,443,52,0
20.042073030,192.168086037,443,51636,52,0
192.168086037,20.042073030,51636,443,40,0
192.168086037,20.042073030,51636,443,252,0
162.159128233,192.168086037,443,51635,1438,0
162.159128233,192.168086037,443,51635,370,0
192.168086037,17.057144152,51634,5223,995,0
192.168086037,3.219243226,51638,443,52,0
192.168086001,192.168086037,53,62017,127,0
13.107139011,192.168086037,443,51637,52,0
20.042073030,192.168086037,443,51636,2960,0
20.042073030,192.168086037,443,51636,1355,0
17.057144152,192.168086037,5223,51634,109,0
192.168086037,13.107139011,51637,443,40,0
192.168086037,17.057144152,51634,5223,107,0
192.168086037,13.107139011,51637,443,347,0
192.168086037,3.217166173,51639,443,52,0
192.168086037,20.042073030,51636,443,198,0
13.107139011,192.168086037,443,51633,1500,0
13.107139011,192.168086037,443,51633,1468,0
3.219243226,192.168086037,443,51638,52,0
192.168086037,3.219243226,51638,443,40,0
192.168086037,3.219243226,51638,443,570,0
17.057144152,192.168086037,5223,51634,67,0
3.217166173,192.168086037,443,51639,52,0
13.107139011,192.168086037,443,51637,40,0
20.042073030,192.168086037,443,51636,91,0
13.107139011,192.168086037,443,51637,139,0
20.042073030,192.168086037,443,51636,109,0
192.168086037,17.057144152,51634,5223,815,0
192.168086037,3.217166173,51639,443,40,0
192.168086037,20.042073030,51636,443,127,0
192.168086037,20.042073030,51636,443,706,0
192.168086037,20.042073030,51636,443,78,0
192.168086037,20.042073030,51636,443,1276,0
192.168086037,3.217166173,51639,443,222,0
192.168086037,13.107139011,51637,443,418,0
3.219243226,192.168086037,443,51638,40,0
3.219243226,192.168086037,443,51638,173,0
3.219243226,192.168086037,443,51638,46,0
3.219243226,192.168086037,443,51638,68,0
3.219243226,192.168086037,443,51638,98,0
192.168086037,3.219243226,51638,443,1500,0
192.168086037,3.219243226,51638,443,509,0
192.168086037,13.107139011,51633,443,500,0
20.042073030,192.168086037,443,51636,40,0
20.042073030,192.168086037,443,51636,78,0
3.217166173,192.168086037,443,51639,40,0
3.217166173,192.168086037,443,51639,4420,0
3.217166173,192.168086037,443,51639,94,0
13.107139011,192.168086037,443,51637,5880,0
13.107139011,192.168086037,443,51637,297,0
192.168086037,3.217166173,51639,443,133,0
192.168086037,13.107139011,51637,443,114,0
192.168086037,13.107139011,51637,443,1480,0
192.168086037,13.107139011,51637,443,1013,0
3.219243226,192.168086037,443,51638,186,0
3.219243226,192.168086037,443,51638,249,0
3.219243226,192.168086037,443,51638,64,0
192.168086037,3.219243226,51638,443,64,0
3.217166173,192.168086037,443,51639,235,0
192.168086037,3.217166173,51639,443,1500,0
192.168086037,3.217166173,51639,443,348,0
13.107139011,192.168086037,443,51637,499,0
20.042073030,192.168086037,443,51636,326,0
192.168086037,13.107139011,51637,443,879,0
20.042073030,192.168086037,443,51636,82,0
192.168086037,20.049150241,51641,443,52,0
192.168086037,192.168086001,61557,53,64,0
192.168086001,192.168086037,53,61557,113,0
192.168086037,140.082112021,51642,443,52,0
17.057144152,192.168086037,5223,51634,400,0
192.168086037,17.057144152,51634,5223,113,0
140.082112021,192.168086037,443,51642,52,0
192.168086037,140.082112021,51642,443,40,0
192.168086037,140.082112021,51642,443,214,0
192.168086037,192.168086036,51643,53048,52,0
192.168086036,192.168086037,53048,51643,52,0
192.168086037,192.168086036,51643,53048,40,0
192.168086037,192.168086036,51643,53048,230,0
192.168086037,192.168086036,51643,53048,967,0
192.168086037,192.168086036,51645,3911,52,0
140.082112021,192.168086037,443,51642,2912,0
140.082114005,192.168086037,443,51684,40,0
140.082114005,192.168086037,443,51684,1093,0
40.119249228,192.168086037,443,51683,2960,0
40.119249228,192.168086037,443,51683,878,0
192.168086037,40.119249228,51683,443,40,0
192.168086037,40.119249228,51683,443,198,0
192.168086037,140.082114003,51687,443,52,0
192.168086037,140.082114005,51684,443,40,0
140.082114003,192.168086037,443,51687,52,0
192.168086037,140.082114003,51687,443,40,0
192.168086037,140.082114003,51687,443,316,0
140.082114003,192.168086037,443,51687,2912,1
140.082114003,192.168086037,443,51687,651,1
192.168086037,140.082114003,51687,443,104,0
192.168086037,140.082114003,51687,443,334,0
140.082114003,192.168086037,443,51687,198,0
140.082114003,192.168086037,443,51687,830,1
192.168086037,140.082114003,51687,443,552,0
140.082114003,192.168086037,443,51687,1030,1
192.168086037,140.082114003,51687,443,64,0
