src_ip,dst_ip,src_port,dst_port,frame_length,label
192.168000168,172.253124136,53540,443,1154,0
172.217215095,192.168000168,443,49260,52,0
192.168000168,172.217215095,49260,443,40,0
192.168000168,172.217215095,49260,443,712,0
192.168000168,172.217215095,49260,443,46,0
192.168000168,172.217215095,49260,443,664,0
192.168000168,172.253124136,53540,443,61,0
192.168000168,172.253124136,53540,443,1216,0
192.168000168,172.253124136,53540,443,796,0
172.217215095,192.168000168,443,49260,40,0
172.217215095,192.168000168,443,49260,808,0
172.217215095,192.168000168,443,49260,108,0
172.217215095,192.168000168,443,49260,71,0
192.168000168,172.217215095,49260,443,124,0
192.168000168,172.253124136,53540,443,66,0
192.168000168,172.217215095,49260,443,71,0
172.217215095,192.168000168,443,49260,260,0
172.217215095,192.168000168,443,49260,357,0
192.168000168,172.217215095,49260,443,79,0
192.168000168,172.217215095,49260,443,64,0
192.168000168,172.253124136,53540,443,341,0
172.253124136,192.168000168,443,53540,55,0
172.253124136,192.168000168,443,53540,64,0
172.253124136,192.168000168,443,53540,56,0
172.253124136,192.168000168,443,53540,166,0
172.253124136,192.168000168,443,53540,1035,0
172.253124136,192.168000168,443,53540,1048,0
192.168000168,172.253124136,53540,443,67,0
172.253124136,192.168000168,443,53540,1054,0
172.253124136,192.168000168,443,53540,1055,0
172.253124136,192.168000168,443,53540,1377,0
172.253124136,192.168000168,443,53540,1062,0
172.253124136,192.168000168,443,53540,161,0
172.253124136,192.168000168,443,53540,1056,0
172.253124136,192.168000168,443,53540,67,0
172.253124136,192.168000168,443,53540,229,0
172.253124136,192.168000168,443,53540,1033,0
172.253124136,192.168000168,443,53540,240,0
192.168000168,172.253124136,53540,443,69,0
172.253124136,192.168000168,443,53540,1057,0
172.253124136,192.168000168,443,53540,98,0
172.253124136,192.168000168,443,53540,1262,0
172.253124136,192.168000168,443,53540,473,0
172.253124136,192.168000168,443,53540,302,0
172.253124136,192.168000168,443,53540,1242,0
192.168000168,192.168000001,64771,53,63,0
192.168000001,192.168000168,53,64771,79,0
192.168000168,192.168000001,57555,53,63,0
192.168000001,192.168000168,53,57555,79,0
192.168000168,192.168000001,64271,53,63,0
192.168000001,192.168000168,53,64271,91,0
192.168000168,192.168000001,59020,53,63,0
192.168000001,192.168000168,53,59020,79,0
192.168000168,192.168000001,56330,53,63,0
192.168000168,173.194219094,59021,443,1385,0
192.168000001,192.168000168,53,56330,79,0
173.194219094,192.168000168,443,59021,1385,0
192.168000168,173.194219094,59021,443,70,0
173.194219094,192.168000168,443,59021,333,0
192.168000168,173.194219094,59021,443,71,0
192.168000168,173.194219094,49261,443,52,0
192.168000168,108.177122094,49255,80,461,0
173.194219094,192.168000168,443,49261,52,0
192.168000168,173.194219094,49261,443,40,0
192.168000168,173.194219094,49261,443,557,0
108.177122094,192.168000168,80,49255,741,0
192.168000168,173.194219094,59021,443,136,0
192.168000168,173.194219094,59021,443,99,0
192.168000168,173.194219094,59021,443,361,0
173.194219094,192.168000168,443,49261,40,0
173.194219094,192.168000168,443,49261,1452,0
173.194219094,192.168000168,443,49261,1349,0
173.194219094,192.168000168,443,59021,643,0
173.194219094,192.168000168,443,59021,152,0
173.194219094,192.168000168,443,59021,58,0
192.168000168,173.194219094,59021,443,59,0
173.194219094,192.168000168,443,59021,1381,0
192.168000168,173.194219094,59021,443,64,0
192.168000168,173.194219094,49261,443,104,0
192.168000168,173.194219094,49261,443,210,0
173.194219094,192.168000168,443,59021,407,0
173.194219094,192.168000168,443,49261,660,0
173.194219094,192.168000168,443,49261,71,0
192.168000168,173.194219094,49261,443,71,0
173.194219094,192.168000168,443,59021,55,0
192.168000168,192.168000001,50235,53,60,0
192.168000001,192.168000168,53,50235,156,0
192.168000168,192.168000001,58666,53,60,0
192.168000168,172.253124136,53540,443,405,0
192.168000168,172.253124136,53540,443,406,0
192.168000168,172.253124136,53540,443,403,0
192.168000001,192.168000168,53,58666,156,0
192.168000168,192.168000001,54393,53,60,0
172.253124136,192.168000168,443,53540,62,0
172.253124136,192.168000168,443,53540,66,0
172.253124136,192.168000168,443,53540,1207,0
172.253124136,192.168000168,443,53540,1321,0
172.253124136,192.168000168,443,53540,415,0
172.253124136,192.168000168,443,53540,57,0
192.168000001,192.168000168,53,54393,172,0
192.168000168,173.194219094,59021,443,300,0
173.194219094,192.168000168,443,59021,104,0
192.168000168,173.194219094,59021,443,60,0
173.194219094,192.168000168,443,59021,56,0
192.168000168,192.168000001,49309,53,59,0
192.168000168,172.217215095,49262,443,52,0
172.217215095,192.168000168,443,49262,52,0
192.168000168,172.217215095,49262,443,40,0
192.168000168,172.217215095,49262,443,712,0
192.168000168,172.217215095,49262,443,46,0
192.168000168,172.217215095,49262,443,663,0
172.217215095,192.168000168,443,49262,40,0
172.217215095,192.168000168,443,49262,808,0
172.217215095,192.168000168,443,49262,108,0
172.217215095,192.168000168,443,49262,71,0
192.168000168,172.217215095,49262,443,124,0
192.168000168,172.217215095,49262,443,71,0
172.217215095,192.168000168,443,49262,260,0
172.217215095,192.168000168,443,49262,331,0
172.217215095,192.168000168,443,49262,88,0
192.168000168,172.217215095,49262,443,79,0
192.168000168,172.217215095,49262,443,64,0
192.168000001,192.168000168,53,49309,120,0
192.168000168,192.168000001,60748,53,80,0
192.168000001,192.168000168,53,60748,96,0
192.168000168,192.168000001,52818,53,80,0
192.168000001,192.168000168,53,52818,108,0
192.168000168,172.253124136,53540,443,1067,0
192.168000168,172.217215132,49263,443,52,0
192.168000168,64.233176119,57659,443,326,0
192.168000168,64.233176119,57659,443,567,0
192.168000168,64.233176119,57659,443,310,0
192.168000168,172.217215132,49264,443,52,0
192.168000168,172.217215132,49265,443,52,0
192.168000168,172.217215132,49266,443,52,0
172.217215132,192.168000168,443,49263,52,0
192.168000168,172.217215132,49263,443,40,0
192.168000168,172.217215132,49263,443,557,0
172.217215132,192.168000168,443,49264,52,0
192.168000168,172.217215132,49264,443,40,0
192.168000168,172.217215132,49264,443,557,0
172.217215132,192.168000168,443,49266,52,0
192.168000168,172.217215132,49266,443,40,0
172.217215132,192.168000168,443,49265,52,0
192.168000168,172.217215132,49265,443,40,0
192.168000168,172.217215132,49266,443,557,0
64.233176119,192.168000168,443,57659,60,0
192.168000168,172.217215132,49265,443,557,0
64.233176119,192.168000168,443,57659,1381,0
192.168000168,64.233176119,57659,443,64,0
172.217215132,192.168000168,443,49263,40,0
172.217215132,192.168000168,443,49263,1452,0
172.217215132,192.168000168,443,49263,762,0
192.168000168,172.253124136,53540,443,62,0
192.168000168,64.233176119,57659,443,65,0
172.217215132,192.168000168,443,49264,40,0
172.217215132,192.168000168,443,49264,1452,0
172.217215132,192.168000168,443,49265,40,0
172.217215132,192.168000168,443,49264,764,0
172.217215132,192.168000168,443,49266,40,0
172.217215132,192.168000168,443,49266,1452,0
172.217215132,192.168000168,443,49266,764,0
172.217215132,192.168000168,443,49265,1452,0
172.217215132,192.168000168,443,49265,763,0
192.168000168,192.168000001,56549,53,56,0
192.168000168,64.233176119,57659,443,61,0
192.168000168,172.217215132,49263,443,104,0
192.168000168,172.217215132,49263,443,210,0
192.168000168,172.217215132,49263,443,381,0
192.168000001,192.168000168,53,56549,107,0
192.168000168,192.168000001,59934,53,56,0
192.168000168,172.217215094,49267,80,52,0
192.168000168,172.217215094,49268,80,52,0
192.168000168,172.217215094,49269,80,52,0
172.217215094,192.168000168,80,49268,52,0
192.168000168,172.217215094,49268,80,40,0
192.168000168,172.217215094,49268,80,461,0
172.217215094,192.168000168,80,49267,52,0
192.168000168,172.217215094,49267,80,40,0
172.217215094,192.168000168,80,49269,52,0
172.217215132,192.168000168,443,49263,660,0
192.168000168,172.217215094,49269,80,40,0
192.168000168,172.217215094,49267,80,461,0
172.217215132,192.168000168,443,49263,71,0
172.217215132,192.168000168,443,49263,359,0
192.168000168,172.217215132,49263,443,71,0
192.168000168,172.217215132,49264,443,104,0
172.217215132,192.168000168,443,49263,1012,0
192.168000168,172.217215132,49264,443,227,0
192.168000168,172.217215132,49263,443,170,0
172.217215132,192.168000168,443,49263,79,0
192.168000001,192.168000168,53,59934,107,0
192.168000168,172.217215132,49263,443,79,0
192.168000168,172.217215132,59935,443,1385,0
64.233176119,192.168000168,443,57659,1196,0
172.253124136,192.168000168,443,53540,133,0
172.253124136,192.168000168,443,53540,206,0
64.233176119,192.168000168,443,57659,968,0
64.233176119,192.168000168,443,57659,342,0
172.217215094,192.168000168,80,49268,40,0
172.217215094,192.168000168,80,49267,40,0
172.217215094,192.168000168,80,49268,741,0
172.217215132,192.168000168,443,49264,660,0
192.168000168,172.217215132,49264,443,64,0
192.168000168,172.217215132,49266,443,104,0
192.168000168,172.217215132,49266,443,227,0
192.168000168,172.217215132,49263,443,183,0
172.217215132,192.168000168,443,49264,71,0
172.217215094,192.168000168,80,49267,741,0
172.217215132,192.168000168,443,59935,1385,0
192.168000168,172.217215132,59935,443,68,0
192.168000168,172.217215132,59935,443,70,0
172.217215132,192.168000168,443,49263,199,0
172.217215132,192.168000168,443,49263,1276,0
192.168000168,172.217215132,49265,443,104,0
192.168000168,172.217215132,49265,443,227,0
192.168000168,172.217215132,49263,443,182,0
172.217215132,192.168000168,443,49266,660,0
172.217215132,192.168000168,443,49266,71,0
192.168000168,172.217215132,49266,443,64,0
172.217215132,192.168000168,443,59935,1376,0
172.217215132,192.168000168,443,59935,97,0
192.168000168,172.217215132,59935,443,71,0
172.217215132,192.168000168,443,49263,115,0
192.168000168,172.217215132,59935,443,136,0
192.168000168,172.217215132,59935,443,99,0
172.217215132,192.168000168,443,49263,1304,0
172.217215132,192.168000168,443,49265,660,0
192.168000168,172.217215132,49265,443,64,0
172.217215132,192.168000168,443,49265,71,0
192.168000168,35.244181201,49221,443,71,0
172.217215132,192.168000168,443,49263,143,0
172.217215132,192.168000168,443,59935,643,0
172.217215132,192.168000168,443,59935,152,0
192.168000168,172.217215132,59935,443,59,0
172.217215132,192.168000168,443,49263,145,0
192.168000168,172.217215132,49263,443,64,0
35.244181201,192.168000168,443,49221,52,0
172.217215132,192.168000168,443,59935,55,0
192.168000168,172.253124136,53540,443,643,0
172.253124136,192.168000168,443,53540,1138,0
172.253124136,192.168000168,443,53540,225,0
192.168000168,172.217215132,59935,443,366,0
192.168000168,64.233176119,57659,443,325,0
192.168000168,172.217215132,59935,443,494,0
192.168000168,172.217215132,59935,443,281,0
192.168000168,64.233176119,57659,443,596,0
192.168000168,172.217215132,59935,443,268,0
172.217215132,192.168000168,443,59935,61,0
172.217215132,192.168000168,443,59935,1381,0
192.168000168,172.217215132,59935,443,64,0
172.217215132,192.168000168,443,59935,454,0
172.217215132,192.168000168,443,59935,985,0
64.233176119,192.168000168,443,57659,61,0
172.217215132,192.168000168,443,59935,485,0
172.217215132,192.168000168,443,59935,1323,0
192.168000168,64.233176119,57659,443,66,0
64.233176119,192.168000168,443,57659,508,0
64.233176119,192.168000168,443,57659,1380,0
64.233176119,192.168000168,443,57659,498,0
64.233176119,192.168000168,443,57659,1378,0
64.233176119,192.168000168,443,57659,875,0
64.233176119,192.168000168,443,57659,56,0
172.217215132,192.168000168,443,59935,841,0
172.217215132,192.168000168,443,59935,53,0
64.233176119,192.168000168,443,57659,443,0
64.233176119,192.168000168,443,57659,561,0
64.233176119,192.168000168,443,57659,493,0
64.233176119,192.168000168,443,57659,417,0
172.217215132,192.168000168,443,59935,54,0
64.233176119,192.168000168,443,57659,424,0
64.233176119,192.168000168,443,57659,428,0
64.233176119,192.168000168,443,57659,425,0
64.233176119,192.168000168,443,57659,934,0
64.233176119,192.168000168,443,57659,1346,0
64.233176119,192.168000168,443,57659,181,0
64.233176119,192.168000168,443,57659,910,0
64.233176119,192.168000168,443,57659,791,0
64.233176119,192.168000168,443,57659,260,0
64.233176119,192.168000168,443,57659,577,0
192.168000168,172.253124136,53540,443,652,0
172.253124136,192.168000168,443,53540,108,0
192.168000168,64.233177095,59936,443,1385,0
64.233177095,192.168000168,443,59936,1385,0
192.168000168,64.233177095,59936,443,70,0
64.233177095,192.168000168,443,59936,689,0
192.168000168,64.233177095,59936,443,71,0
192.168000168,64.233177095,59936,443,136,0
192.168000168,64.233177095,59936,443,98,0
64.233177095,192.168000168,443,59936,644,0
64.233177095,192.168000168,443,59936,152,0
192.168000168,64.233177095,59936,443,59,0
64.233177095,192.168000168,443,59936,55,0
192.168000168,172.253124136,53540,443,641,0
172.253124136,192.168000168,443,53540,1186,0
172.253124136,192.168000168,443,53540,58,0
172.253124136,192.168000168,443,53540,94,0
192.168000168,172.217215132,59935,443,283,0
192.168000168,172.217215132,59935,443,63,0
172.217215132,192.168000168,443,59935,59,0
172.253124136,192.168000168,443,53540,79,0
172.217215132,192.168000168,443,59935,173,0
172.217215132,192.168000168,443,59935,882,0
172.217215132,192.168000168,443,59935,60,0
192.168000168,172.253124136,53540,443,1159,0
172.253124136,192.168000168,443,53540,241,0
172.253124136,192.168000168,443,53540,84,0
192.168000168,172.253124136,53540,443,546,0
172.253124136,192.168000168,443,53540,279,0
192.168000168,192.168000001,50937,53,67,0
192.168000001,192.168000168,53,50937,227,0
192.168000168,192.168000001,55948,53,67,0
192.168000168,192.168000001,51662,53,67,0
192.168000168,173.194219095,55949,443,1385,0
173.194219095,192.168000168,443,55949,1385,0
192.168000168,173.194219095,55949,443,68,0
192.168000168,173.194219095,55949,443,70,0
173.194219095,192.168000168,443,55949,702,0
192.168000001,192.168000168,53,55948,227,0
192.168000168,192.168000001,51969,53,67,0
192.168000168,173.194219095,55949,443,71,0
192.168000001,192.168000168,53,51662,227,0
192.168000168,192.168000001,61374,53,67,0
192.168000168,173.194219095,55949,443,136,0
192.168000168,173.194219095,55949,443,99,0
192.168000168,173.194219095,55949,443,340,0
192.168000001,192.168000168,53,61374,179,0
173.194219095,192.168000168,443,55949,644,0
173.194219095,192.168000168,443,55949,152,0
173.194219095,192.168000168,443,55949,58,0
192.168000168,173.194219095,55949,443,59,0
173.194219095,192.168000168,443,55949,302,0
173.194219095,192.168000168,443,55949,52,0
192.168000168,173.194219095,55949,443,64,0
192.168000168,173.194219095,55949,443,367,0
192.168000001,192.168000168,53,51969,179,0
173.194219095,192.168000168,443,55949,1381,0
173.194219095,192.168000168,443,55949,1368,0
173.194219095,192.168000168,443,55949,55,0
192.168000168,172.253124136,53540,443,1008,0
192.168000168,173.194219095,55949,443,278,0
192.168000168,192.168000001,51205,53,66,0
173.194219095,192.168000168,443,55949,84,0
173.194219095,192.168000168,443,55949,53,0
192.168000168,173.194219095,55949,443,113,0
192.168000168,173.194219095,55949,443,335,0
173.194219095,192.168000168,443,55949,59,0
173.194219095,192.168000168,443,55949,195,0
173.194219095,192.168000168,443,55949,286,0
173.194219095,192.168000168,443,55949,154,0
173.194219095,192.168000168,443,55949,222,0
192.168000001,192.168000168,53,51205,190,0
192.168000168,192.168000001,57928,53,63,0
192.168000168,172.253124138,57929,443,1385,0
192.168000168,192.168000001,64615,53,63,0
172.253124138,192.168000168,443,57929,1385,0
192.168000168,172.253124138,57929,443,68,0
192.168000001,192.168000168,53,64615,159,0
192.168000168,172.253124138,57929,443,70,0
192.168000168,192.168000001,62706,53,63,0
192.168000168,173.194219095,55949,443,1281,0
172.253124138,192.168000168,443,57929,150,0
192.168000001,192.168000168,53,57928,159,0
192.168000168,192.168000001,60413,53,63,0
192.168000168,172.253124138,57929,443,136,0
192.168000168,172.253124138,57929,443,93,0
192.168000168,172.253124138,57929,443,1192,0
192.168000001,192.168000168,53,62706,175,0
172.253124138,192.168000168,443,57929,643,0
172.253124138,192.168000168,443,57929,152,0
192.168000168,172.253124138,57929,443,59,0
172.253124138,192.168000168,443,57929,54,0
173.194219095,192.168000168,443,55949,197,0
173.194219095,192.168000168,443,55949,244,0
192.168000168,173.194219095,55949,443,65,0
192.168000001,192.168000168,53,60413,175,0
172.253124138,192.168000168,443,57929,59,0
172.253124138,192.168000168,443,57929,1381,0
172.253124138,192.168000168,443,57929,879,0
172.253124138,192.168000168,443,57929,65,0
192.168000168,172.253124138,57929,443,64,0
172.253124138,192.168000168,443,57929,245,0
173.194219095,192.168000168,443,55949,56,0
192.168000168,192.168000001,56266,53,61,0
192.168000001,192.168000168,53,56266,77,0
192.168000168,192.168000001,59612,53,61,0
192.168000001,192.168000168,53,59612,77,0
192.168000168,192.168000001,59088,53,61,0
192.168000001,192.168000168,53,59088,89,0
192.168000168,172.253124138,57929,443,794,0
172.253124138,192.168000168,443,57929,58,0
192.168000168,172.253124138,57929,443,60,0
172.253124138,192.168000168,443,57929,970,0
172.253124138,192.168000168,443,57929,122,0
172.253124138,192.168000168,443,57929,55,0
172.217215094,192.168000168,80,49269,40,0
192.168000168,192.168000001,64633,53,60,0
192.168000001,192.168000168,53,64633,156,0
192.168000168,192.168000001,57772,53,60,0
192.168000168,64.233176099,64634,443,1385,0
64.233176099,192.168000168,443,64634,1385,0
192.168000168,64.233176099,64634,443,70,0
64.233176099,192.168000168,443,64634,149,0
192.168000001,192.168000168,53,57772,156,0
192.168000168,64.233176099,64634,443,136,0
192.168000168,64.233176099,64634,443,95,0
192.168000168,64.233176099,64634,443,725,0
64.233176099,192.168000168,443,64634,643,0
64.233176099,192.168000168,443,64634,152,0
64.233176099,192.168000168,443,64634,54,0
192.168000168,64.233176099,64634,443,59,0
64.233176099,192.168000168,443,64634,59,0
192.168000168,64.233176099,64634,443,60,0
64.233176099,192.168000168,443,64634,1381,0
64.233176099,192.168000168,443,64634,1092,0
64.233176099,192.168000168,443,64634,164,0
192.168000168,64.233176099,64634,443,64,0
64.233176099,192.168000168,443,64634,1380,0
192.168000168,34.120208123,49257,443,187,0
192.168000168,34.120208123,49257,443,194,0
192.168000168,34.120208123,49257,443,865,0
64.233176099,192.168000168,443,64634,351,0
192.168000168,64.233176099,64634,443,954,0
192.168000168,64.233176099,64634,443,106,0
192.168000168,192.168000001,53666,53,60,0
64.233176099,192.168000168,443,64634,58,0
192.168000168,64.233176099,64634,443,66,0
192.168000168,64.233176099,64634,443,61,0
192.168000001,192.168000168,53,53666,176,0
64.233176099,192.168000168,443,64634,84,0
192.168000168,192.168000001,58785,53,62,0
192.168000168,192.168000001,50816,53,62,0
192.168000168,108.177122138,58786,443,1385,0
34.120208123,192.168000168,443,49257,159,0
34.120208123,192.168000168,443,49257,147,0
192.168000168,64.233176099,64634,443,660,0
192.168000001,192.168000168,53,58785,158,0
192.168000168,192.168000001,53299,53,62,0
108.177122138,192.168000168,443,58786,1385,0
192.168000168,108.177122138,58786,443,68,0
192.168000168,108.177122138,58786,443,70,0
64.233176099,192.168000168,443,64634,156,0
64.233176099,192.168000168,443,64634,933,0
192.168000168,64.233176099,64634,443,355,0
64.233176099,192.168000168,443,64634,1378,0
64.233176099,192.168000168,443,64634,940,0
64.233176099,192.168000168,443,64634,56,0
64.233176099,192.168000168,443,64634,985,0
64.233176099,192.168000168,443,64634,1173,0
108.177122138,192.168000168,443,58786,145,0
192.168000001,192.168000168,53,50816,158,0
192.168000168,192.168000001,59574,53,62,0
64.233176099,192.168000168,443,64634,384,0
192.168000001,192.168000168,53,59574,174,0
192.168000001,192.168000168,53,53299,174,0
192.168000168,108.177122138,58786,443,71,0
192.168000168,64.233176099,64634,443,646,0
192.168000168,192.168000001,55829,53,61,0
