src_ip,dst_ip,src_port,dst_port,frame_length,label
192.168000168,3.145240102,49516,443,0,0
3.145240102,192.168000168,443,49516,119,0
192.168000168,3.145240102,49516,443,508,0
3.145240102,192.168000168,443,49516,927,0
3.145240102,192.168000168,443,49516,1334,0
3.145240102,192.168000168,443,49516,82,0
192.168000168,3.145240102,49516,443,1120,0
192.168000168,3.145240102,49516,443,64,0
3.145240102,192.168000168,443,49516,1196,0
192.168000168,3.145240102,49517,443,52,0
192.168000168,3.145240102,49518,443,52,0
3.145240102,192.168000168,443,49517,52,0
192.168000168,3.145240102,49517,443,40,0
192.168000168,3.145240102,49517,443,557,0
3.145240102,192.168000168,443,49518,52,0
192.168000168,3.145240102,49518,443,40,0
192.168000168,3.145240102,49518,443,557,0
3.145240102,192.168000168,443,49517,40,0
3.145240102,192.168000168,443,49517,1343,0
3.145240102,192.168000168,443,49517,181,0
3.145240102,192.168000168,443,49518,40,0
192.168000168,3.145240102,49517,443,120,0
192.168000168,3.145240102,49517,443,1107,0
3.145240102,192.168000168,443,49518,1464,0
3.145240102,192.168000168,443,49518,1242,0
192.168000168,3.145240102,49518,443,120,0
192.168000168,3.145240102,49518,443,1265,0
3.145240102,192.168000168,443,49517,119,0
3.145240102,192.168000168,443,49518,119,0
3.145240102,192.168000168,443,49517,597,0
3.145240102,192.168000168,443,49518,110,0
3.145240102,192.168000168,443,49518,82,0
192.168000168,3.145240102,49518,443,1157,0
3.145240102,192.168000168,443,49518,1085,0
192.168000168,3.145240102,49518,443,0,0
3.145240102,192.168000168,443,49518,851,0
192.168000168,3.145240102,49518,443,1256,0
3.145240102,192.168000168,443,49518,1003,0
3.145240102,192.168000168,443,49518,824,0
192.168000168,3.145240102,49518,443,64,0
192.168000168,3.145240102,49517,443,0,0
3.145240102,192.168000168,443,49518,597,0
3.145240102,192.168000168,443,49517,915,0
3.145240102,192.168000168,443,49517,1334,0
3.145240102,192.168000168,443,49517,82,0
192.168000168,3.145240102,49517,443,1099,0
192.168000168,3.145240102,49547,443,52,0
192.168000168,3.145240102,49517,443,1421,0
3.145240102,192.168000168,443,49547,52,0
192.168000168,3.145240102,49547,443,40,0
192.168000168,3.145240102,49547,443,557,0
3.145240102,192.168000168,443,49547,40,0
3.145240102,192.168000168,443,49547,1464,0
3.145240102,192.168000168,443,49547,1242,0
192.168000168,3.145240102,49547,443,120,0
3.145240102,192.168000168,443,49517,276,0
192.168000168,3.145240102,49517,443,1149,0
192.168000168,3.145240102,49547,443,0,0
3.145240102,192.168000168,443,49547,119,0
3.145240102,192.168000168,443,49517,266,0
3.145240102,192.168000168,443,49547,1103,0
192.168000168,3.145240102,49517,443,1347,0
3.145240102,192.168000168,443,49517,1064,0
192.168000168,104.018038233,49500,80,41,0
3.145240102,192.168000168,443,49517,51,0
192.168000168,3.145240102,49517,443,1215,0
3.145240102,192.168000168,443,49517,422,0
192.168000168,192.229211108,49510,80,41,0
3.145240102,192.168000168,443,49517,942,0
192.168000168,146.229248133,49548,443,52,0
146.229248133,192.168000168,443,49548,52,0
192.168000168,146.229248133,49548,443,40,0
192.168000168,146.229248133,49548,443,697,0
146.229248133,192.168000168,443,49548,1500,0
146.229248133,192.168000168,443,49548,1216,0
146.229248133,192.168000168,443,49548,943,0
192.168000168,146.229248133,49548,443,120,0
192.168000168,146.229248133,49548,443,995,0
146.229248133,192.168000168,443,49548,311,0
146.229248133,192.168000168,443,49548,362,0
192.168000168,146.229248133,49548,443,926,0
146.229248133,192.168000168,443,49548,40,0
146.229248133,192.168000168,443,49548,1009,0
192.168000168,192.168000001,58936,53,65,0
192.168000168,192.168000001,60670,53,73,0
192.168000001,192.168000168,53,58936,206,0
192.168000168,192.168000001,53349,53,104,0
192.168000001,192.168000168,53,60670,89,0
192.168000168,172.217215095,49549,443,52,0
192.168000001,192.168000168,53,53349,152,0
192.168000168,192.168000001,49849,53,104,0
172.217215095,192.168000168,443,49549,52,0
192.168000168,172.217215095,49549,443,40,0
192.168000168,172.217215095,49549,443,712,0
192.168000168,172.217215095,49549,443,46,0
192.168000168,172.217215095,49549,443,664,0
172.217215095,192.168000168,443,49549,40,0
172.217215095,192.168000168,443,49549,808,0
172.217215095,192.168000168,443,49549,108,0
172.217215095,192.168000168,443,49549,71,0
192.168000168,172.217215095,49549,443,124,0
192.168000168,172.217215095,49549,443,71,0
192.168000001,192.168000168,53,49849,186,0
172.217215095,192.168000168,443,49549,260,0
172.217215095,192.168000168,443,49549,357,0
192.168000168,172.217215095,49549,443,79,0
192.168000168,172.217215095,49549,443,64,0
192.168000168,34.198205138,49550,443,52,0
34.198205138,192.168000168,443,49550,52,0
192.168000168,34.198205138,49550,443,40,0
192.168000168,34.198205138,49550,443,557,0
34.198205138,192.168000168,443,49550,40,0
34.198205138,192.168000168,443,49550,1500,0
34.198205138,192.168000168,443,49550,1299,0
192.168000168,192.168000001,50262,53,72,0
192.168000001,192.168000168,53,50262,88,0
192.168000168,143.204031026,49551,80,52,0
192.168000168,192.168000001,60896,53,72,0
143.204031026,192.168000168,80,49551,52,0
192.168000001,192.168000168,53,60896,88,0
192.168000168,143.204031026,49551,80,40,0
192.168000168,143.204031026,49551,80,474,0
192.168000168,192.168000001,50047,53,72,0
143.204031026,192.168000168,80,49551,40,0
192.168000001,192.168000168,53,50047,153,0
143.204031026,192.168000168,80,49551,906,0
192.168000168,34.198205138,49550,443,104,0
192.168000168,34.198205138,49550,443,210,0
192.168000168,34.198205138,49550,443,742,0
34.198205138,192.168000168,443,49550,219,0
34.198205138,192.168000168,443,49550,111,0
192.168000168,34.198205138,49550,443,71,0
146.229248133,192.168000168,443,49548,64,0
192.168000168,146.229248133,49548,443,64,0
34.198205138,192.168000168,443,49550,1146,0
34.198205138,192.168000168,443,49550,71,0
192.168000168,192.168000001,64501,53,63,0
192.168000001,192.168000168,53,64501,148,0
192.168000168,192.168000001,54789,53,88,0
192.168000168,99.083186201,49552,443,52,0
192.168000168,192.168000001,49381,53,88,0
99.083186201,192.168000168,443,49552,52,0
192.168000168,99.083186201,49552,443,40,0
192.168000168,99.083186201,49552,443,557,0
192.168000001,192.168000168,53,54789,120,0
192.168000001,192.168000168,53,49381,120,0
192.168000168,192.168000001,50513,53,88,0
192.168000168,192.168000001,58102,53,88,0
192.168000001,192.168000168,53,58102,169,0
192.168000001,192.168000168,53,50513,169,0
99.083186201,192.168000168,443,49552,40,0
99.083186201,192.168000168,443,49552,1500,0
99.083186201,192.168000168,443,49552,1180,0
143.204031026,192.168000168,80,49551,985,0
192.168000168,99.083186201,49552,443,104,0
192.168000168,99.083186201,49552,443,210,0
192.168000168,99.083186201,49552,443,480,0
99.083186201,192.168000168,443,49552,219,0
99.083186201,192.168000168,443,49552,111,0
192.168000168,99.083186201,49552,443,71,0
99.083186201,192.168000168,443,49552,1042,0
192.168000168,34.198205138,49550,443,0,0
34.198205138,192.168000168,443,49550,1229,0
192.168000168,192.168000001,56725,53,74,0
192.168000168,192.168000001,63390,53,82,0
192.168000168,192.168000001,52105,53,79,0
192.168000001,192.168000168,53,63390,260,0
192.168000168,192.168000001,57985,53,74,0
192.168000001,192.168000168,53,52105,286,0
192.168000168,192.168000001,63632,53,111,0
192.168000168,3.232124239,49553,443,52,0
192.168000168,192.168000001,65181,53,111,0
192.168000001,192.168000168,53,56725,138,0
192.168000001,192.168000168,53,57985,202,0
192.168000168,192.168000001,51776,53,74,0
192.168000001,192.168000168,53,65181,239,0
192.168000001,192.168000168,53,63632,239,0
192.168000168,192.168000001,56814,53,111,0
192.168000168,192.168000001,57533,53,111,0
3.232124239,192.168000168,443,49553,52,0
192.168000168,3.232124239,49553,443,40,0
192.168000168,3.232124239,49553,443,557,0
192.168000001,192.168000168,53,51776,152,0
192.168000168,192.168000001,52103,53,74,0
192.168000001,192.168000168,53,56814,193,0
192.168000001,192.168000168,53,57533,193,0
3.232124239,192.168000168,443,49553,40,0
3.232124239,192.168000168,443,49553,1500,0
3.232124239,192.168000168,443,49553,1106,0
192.168000168,3.232124239,49553,443,166,0
192.168000001,192.168000168,53,52103,138,0
192.168000168,192.168000001,51362,53,74,0
192.168000168,192.168000001,62340,53,72,0
34.198205138,192.168000168,443,49550,130,0
192.168000168,99.083186201,49554,443,52,0
192.168000001,192.168000168,53,51362,155,0
192.168000001,192.168000168,53,62340,88,0
192.168000168,143.204031026,49555,80,52,0
192.168000168,192.168000001,53289,53,72,0
192.168000168,192.168000001,51061,53,74,0
3.232124239,192.168000168,443,49553,244,0
3.232124239,192.168000168,443,49553,109,0
99.083186201,192.168000168,443,49554,52,0
192.168000168,99.083186201,49554,443,40,0
192.168000168,99.083186201,49554,443,557,0
143.204031026,192.168000168,80,49555,52,0
192.168000168,143.204031026,49555,80,40,0
192.168000168,143.204031026,49555,80,474,0
192.168000001,192.168000168,53,53289,88,0
192.168000168,192.168000001,60753,53,72,0
99.083186201,192.168000168,443,49554,40,0
143.204031026,192.168000168,80,49555,40,0
192.168000001,192.168000168,53,51061,138,0
192.168000168,192.168000001,60355,53,74,0
192.168000168,18.160064018,49556,443,52,0
192.168000168,18.160064018,49557,443,52,0
192.168000168,18.160064018,49558,443,52,0
192.168000168,18.160064018,49559,443,52,0
192.168000168,18.160064018,49560,443,52,0
192.168000168,18.160064018,49561,443,52,0
192.168000001,192.168000168,53,60753,153,0
143.204031026,192.168000168,80,49555,985,0
192.168000168,3.232124239,49553,443,217,0
192.168000168,3.232124239,49553,443,724,0
192.168000168,3.232124239,49553,443,78,0
99.083186201,192.168000168,443,49554,1500,0
99.083186201,192.168000168,443,49554,1180,0
192.168000168,99.083186201,49554,443,104,0
192.168000168,99.083186201,49554,443,210,0
192.168000168,99.083186201,49554,443,561,0
18.160064018,192.168000168,443,49557,52,0
192.168000168,18.160064018,49557,443,40,0
18.160064018,192.168000168,443,49558,52,0
18.160064018,192.168000168,443,49556,52,0
192.168000168,18.160064018,49558,443,40,0
192.168000168,18.160064018,49556,443,40,0
192.168000168,18.160064018,49557,443,557,0
18.160064018,192.168000168,443,49560,52,0
18.160064018,192.168000168,443,49559,52,0
192.168000168,18.160064018,49560,443,40,0
192.168000168,18.160064018,49559,443,40,0
192.168000168,18.160064018,49558,443,557,0
18.160064018,192.168000168,443,49561,52,0
192.168000168,18.160064018,49561,443,40,0
192.168000168,18.160064018,49556,443,557,0
192.168000168,18.160064018,49561,443,557,0
192.168000168,18.160064018,49560,443,557,0
192.168000168,18.160064018,49559,443,557,0
192.168000001,192.168000168,53,60355,138,0
3.232124239,192.168000168,443,49553,78,0
18.160064018,192.168000168,443,49557,40,0
18.160064018,192.168000168,443,49558,40,0
18.160064018,192.168000168,443,49558,1480,0
18.160064018,192.168000168,443,49558,270,0
18.160064018,192.168000168,443,49556,40,0
18.160064018,192.168000168,443,49557,1480,0
18.160064018,192.168000168,443,49556,1480,0
18.160064018,192.168000168,443,49557,270,0
18.160064018,192.168000168,443,49556,270,0
99.083186201,192.168000168,443,49554,219,0
99.083186201,192.168000168,443,49554,111,0
18.160064018,192.168000168,443,49561,40,0
18.160064018,192.168000168,443,49561,1480,0
18.160064018,192.168000168,443,49561,270,0
192.168000168,99.083186201,49554,443,71,0
18.160064018,192.168000168,443,49560,40,0
18.160064018,192.168000168,443,49560,1480,0
18.160064018,192.168000168,443,49560,270,0
192.168000168,18.160064018,49558,443,104,0
192.168000168,18.160064018,49557,443,104,0
192.168000168,18.160064018,49556,443,104,0
192.168000168,18.160064018,49558,443,210,0
192.168000168,18.160064018,49558,443,408,0
192.168000168,18.160064018,49558,443,75,0
192.168000168,18.160064018,49557,443,210,0
192.168000168,18.160064018,49557,443,404,0
192.168000168,18.160064018,49556,443,227,0
192.168000168,18.160064018,49561,443,104,0
192.168000168,18.160064018,49557,443,141,0
192.168000168,18.160064018,49561,443,227,0
192.168000168,18.160064018,49557,443,169,0
3.232124239,192.168000168,443,49553,301,0
18.160064018,192.168000168,443,49559,40,0
18.160064018,192.168000168,443,49559,1480,0
18.160064018,192.168000168,443,49559,270,0
18.160064018,192.168000168,443,49558,186,0
18.160064018,192.168000168,443,49558,102,0
192.168000168,18.160064018,49558,443,71,0
99.083186201,192.168000168,443,49554,1306,0
99.083186201,192.168000168,443,49554,71,0
18.160064018,192.168000168,443,49561,186,0
18.160064018,192.168000168,443,49561,102,0
18.160064018,192.168000168,443,49558,71,0
18.160064018,192.168000168,443,49556,186,0
18.160064018,192.168000168,443,49556,111,0
18.160064018,192.168000168,443,49557,186,0
18.160064018,192.168000168,443,49557,111,0
18.160064018,192.168000168,443,49557,726,0
192.168000168,18.160064018,49561,443,64,0
18.160064018,192.168000168,443,49557,403,0
192.168000168,18.160064018,49557,443,71,0
192.168000168,18.160064018,49556,443,64,0
192.168000168,18.160064018,49557,443,75,0
18.160064018,192.168000168,443,49561,71,0
18.160064018,192.168000168,443,49557,862,0
192.168000168,18.160064018,49557,443,166,0
18.160064018,192.168000168,443,49557,1474,0
192.168000168,18.160064018,49557,443,143,0
192.168000168,34.198205138,49550,443,452,0
192.168000168,192.168000001,51239,53,60,0
192.168000168,192.168000001,62278,53,73,0
192.168000168,18.160064018,49558,443,193,0
192.168000001,192.168000168,53,62278,251,0
34.198205138,192.168000168,443,49550,106,0
192.168000001,192.168000168,53,51239,76,0
192.168000168,192.168000001,49299,53,60,0
192.168000168,174.142116040,49562,443,52,0
192.168000168,192.168000001,57354,53,60,0
192.168000001,192.168000168,53,57354,76,0
192.168000168,192.168000001,52277,53,60,0
192.168000001,192.168000168,53,49299,76,0
192.168000168,192.168000001,50456,53,60,0
174.142116040,192.168000168,443,49562,52,0
192.168000168,174.142116040,49562,443,40,0
192.168000168,174.142116040,49562,443,557,0
192.168000001,192.168000168,53,50456,132,0
192.168000001,192.168000168,53,52277,132,0
174.142116040,192.168000168,443,49562,40,0
174.142116040,192.168000168,443,49562,1500,0
174.142116040,192.168000168,443,49562,1126,0
192.168000168,192.168000001,62179,53,62,0
192.168000168,18.160064018,49557,443,134,0
192.168000168,18.160064018,49557,443,128,0
192.168000001,192.168000168,53,62179,183,0
192.168000168,192.124249041,49563,80,52,0
192.168000168,192.168000001,50734,53,73,0
192.124249041,192.168000168,80,49563,52,0
192.168000168,192.124249041,49563,80,40,0
192.168000168,192.124249041,49563,80,456,0
192.168000001,192.168000168,53,50734,153,0
192.168000168,192.168000001,56500,53,73,0
192.168000001,192.168000168,53,56500,139,0
192.124249041,192.168000168,80,49563,40,0
192.168000168,3.145240102,49547,443,41,0
192.168000168,18.160064018,49557,443,144,0
18.160064018,192.168000168,443,49557,1097,0
192.168000168,34.198205138,49550,443,242,0
192.168000168,34.198205138,49550,443,162,0
18.160064018,192.168000168,443,49557,1089,0
192.168000168,34.198205138,49550,443,172,0
192.168000168,34.198205138,49550,443,173,0
34.198205138,192.168000168,443,49550,1179,0
34.198205138,192.168000168,443,49550,1489,0
34.198205138,192.168000168,443,49550,1175,0
34.198205138,192.168000168,443,49550,380,0
34.198205138,192.168000168,443,49550,1078,0
192.168000168,34.198205138,49550,443,473,0
192.168000168,174.142116040,49562,443,120,0
192.168000168,174.142116040,49562,443,538,0
174.142116040,192.168000168,443,49562,327,0
174.142116040,192.168000168,443,49562,1190,0
174.142116040,192.168000168,443,49562,207,0
192.168000168,34.198205138,49550,443,272,0
192.124249041,192.168000168,80,49563,1500,0
192.124249041,192.168000168,80,49563,1197,0
34.198205138,192.168000168,443,49550,369,0
192.168000168,174.142116040,49564,443,52,0
174.142116040,192.168000168,443,49564,52,0
192.168000168,174.142116040,49564,443,40,0
192.168000168,174.142116040,49564,443,557,0
174.142116040,192.168000168,443,49564,40,0
174.142116040,192.168000168,443,49564,1500,0
174.142116040,192.168000168,443,49564,1126,0
192.168000168,174.142116040,49564,443,120,0
192.168000168,174.142116040,49564,443,593,0
174.142116040,192.168000168,443,49564,327,0
174.142116040,192.168000168,443,49564,523,0
192.168000168,174.142116040,49564,443,547,0
34.198205138,192.168000168,443,49550,1408,0
192.168000168,34.198205138,49550,443,489,0
174.142116040,192.168000168,443,49564,1403,0
34.198205138,192.168000168,443,49550,1198,0
34.198205138,192.168000168,443,49550,718,0
192.168000168,34.198205138,49550,443,422,0
34.198205138,192.168000168,443,49550,964,0
192.168000168,3.145240102,49517,443,41,0
192.168000168,143.204031026,49551,80,41,0
192.168000168,143.204031026,49555,80,41,0
192.168000168,174.142116040,49562,443,41,0
192.168000168,192.124249041,49563,80,41,0
192.168000168,174.142116040,49564,443,41,0
34.198205138,192.168000168,443,49550,701,0
192.168000168,34.198205138,49550,443,478,0
34.198205138,192.168000168,443,49550,1203,0
192.168000168,99.083186201,49554,443,377,0
192.168000168,99.083186201,49554,443,75,0
192.168000168,18.160064018,49557,443,138,0
18.160064018,192.168000168,443,49557,778,0
192.168000168,34.198205138,49550,443,598,0
192.168000168,34.198205138,49550,443,308,0
192.168000168,34.198205138,49550,443,274,0
192.168000168,34.198205138,49550,443,232,0
192.168000168,34.198205138,49550,443,281,0
34.198205138,192.168000168,443,49550,373,0
34.198205138,192.168000168,443,49550,367,0
34.198205138,192.168000168,443,49550,371,0
34.198205138,192.168000168,443,49550,1490,0
34.198205138,192.168000168,443,49550,1079,0
192.168000168,34.198205138,49550,443,480,0
34.198205138,192.168000168,443,49550,368,0
34.198205138,192.168000168,443,49550,1345,0
34.198205138,192.168000168,443,49550,103,0
34.198205138,192.168000168,443,49550,1149,0
192.168000168,34.198205138,49550,443,344,0
34.198205138,192.168000168,443,49550,1172,0
192.168000168,18.160064018,49558,443,141,0
192.168000168,18.160064018,49558,443,142,0
18.160064018,192.168000168,443,49558,606,0
18.160064018,192.168000168,443,49558,980,0
192.168000168,18.160064018,49557,443,187,0
192.168000168,18.160064018,49557,443,218,0
192.168000168,18.160064018,49557,443,137,0
192.168000168,34.198205138,49550,443,337,0
34.198205138,192.168000168,443,49550,937,0
34.198205138,192.168000168,443,49550,1497,0
192.168000168,18.160064018,49557,443,146,0
192.168000168,18.160064018,49557,443,172,0
192.168000168,18.160064018,49557,443,157,0
192.168000168,34.198205138,49550,443,369,0
192.168000168,34.198205138,49550,443,202,0
34.198205138,192.168000168,443,49550,366,0
34.198205138,192.168000168,443,49550,372,0
192.168000168,34.198205138,49550,443,373,0
192.168000168,34.198205138,49550,443,315,0
34.198205138,192.168000168,443,49550,347,0
192.168000168,34.198205138,49550,443,363,0
34.198205138,192.168000168,443,49550,1053,0
34.198205138,192.168000168,443,49550,351,0
192.168000168,34.198205138,49550,443,529,0
34.198205138,192.168000168,443,49550,352,0
192.168000168,34.198205138,49550,443,572,0
34.198205138,192.168000168,443,49550,348,0
192.168000168,192.168000001,51130,53,64,0
192.168000001,192.168000168,53,51130,80,0
192.168000168,192.168000001,55576,53,64,0
192.168000168,146.229232115,49565,443,52,0
192.168000168,192.168000001,54436,53,64,0
146.229232115,192.168000168,443,49565,52,0
192.168000168,146.229232115,49565,443,40,0
192.168000168,146.229232115,49565,443,557,0
192.168000001,192.168000168,53,54436,80,0
192.168000168,192.168000001,59443,53,64,0
192.168000001,192.168000168,53,55576,80,0
192.168000168,192.168000001,63265,53,64,0
146.229232115,192.168000168,443,49565,40,0
146.229232115,192.168000168,443,49565,1500,0
146.229232115,192.168000168,443,49565,97,0
192.168000168,146.229232115,49565,443,125,0
192.168000168,192.168000001,58750,53,61,0
192.168000001,192.168000168,53,59443,116,0
146.229232115,192.168000168,443,49565,306,0
192.168000001,192.168000168,53,58750,160,0
192.168000168,104.076210077,49566,80,52,0
192.168000168,192.168000001,49455,53,67,0
104.076210077,192.168000168,80,49566,52,0
192.168000168,104.076210077,49566,80,40,0
192.168000168,104.076210077,49566,80,465,0
192.168000001,192.168000168,53,49455,99,0
192.168000168,192.168000001,51546,53,67,0
104.076210077,192.168000168,80,49566,40,0
192.168000001,192.168000168,53,63265,116,0
192.168000001,192.168000168,53,51546,123,0
104.076210077,192.168000168,80,49566,930,0
192.168000168,146.229232115,49565,443,798,0
146.229232115,192.168000168,443,49565,496,0
192.168000168,146.229232115,49565,443,805,0
146.229232115,192.168000168,443,49565,493,0
192.168000168,146.229232115,49565,443,804,0
146.229232115,192.168000168,443,49565,659,0
192.168000168,146.229248133,49567,443,52,0
146.229248133,192.168000168,443,49567,52,0
192.168000168,146.229248133,49567,443,40,0
192.168000168,146.229248133,49567,443,697,0
146.229248133,192.168000168,443,49567,300,0
192.168000168,146.229248133,49567,443,120,0
192.168000168,146.229248133,49567,443,843,0
146.229248133,192.168000168,443,49567,311,0
146.229248133,192.168000168,443,49567,560,0
192.168000168,146.229248133,49567,443,956,0
146.229248133,192.168000168,443,49567,1500,0
146.229248133,192.168000168,443,49567,599,0
192.168000168,34.120208123,49487,443,713,0
192.168000168,34.120208123,49487,443,163,0
192.168000168,34.120208123,49487,443,865,0
192.168000168,146.229248133,49567,443,1470,0
34.120208123,192.168000168,443,49487,287,0
146.229248133,192.168000168,443,49567,865,0
192.168000168,146.229232115,49565,443,1215,0
146.229232115,192.168000168,443,49565,678,0
192.168000168,146.229232115,49565,443,973,0
192.168000168,146.229232115,49565,443,980,0
146.229232115,192.168000168,443,49565,931,0
192.168000168,146.229232115,49565,443,907,0
192.168000168,146.229232115,49568,443,52,0
146.229232115,192.168000168,443,49568,52,0
192.168000168,146.229232115,49568,443,40,0
146.229232115,192.168000168,443,49565,922,0
192.168000168,146.229232115,49568,443,629,0
146.229232115,192.168000168,443,49568,40,0
146.229232115,192.168000168,443,49568,188,0
192.168000168,146.229232115,49568,443,83,0
192.168000168,146.229232115,49568,443,894,0
146.229232115,192.168000168,443,49568,1500,0
146.229232115,192.168000168,443,49568,570,0
192.168000168,146.229232115,49565,443,915,0
146.229232115,192.168000168,443,49565,959,0
192.168000168,146.229232115,49565,443,906,0
146.229232115,192.168000168,443,49565,456,0
146.229248133,192.168000168,443,49567,64,0
146.229248133,192.168000168,443,49567,40,0
192.168000168,146.229248133,49567,443,64,0
192.168000168,104.017025014,49505,443,79,0
104.017025014,192.168000168,443,49505,79,0
192.168000001,192.168000168,55628,137,78,0
192.168000001,192.168000168,36232,137,78,0
192.168000168,104.076210077,49566,80,41,0
192.168000168,146.229232115,49565,443,1024,0
146.229232115,192.168000168,443,49565,693,0
146.229232115,192.168000168,443,49565,292,0
192.168000168,146.229232115,49568,443,41,0
3.145240102,192.168000168,443,49547,64,0
192.168000168,3.145240102,49547,443,64,0
192.168000168,99.083186201,49552,443,79,0
99.083186201,192.168000168,443,49552,79,0
192.168000168,99.083186201,49554,443,79,0
192.168000168,3.232124239,49553,443,86,0
3.232124239,192.168000168,443,49553,86,0
99.083186201,192.168000168,443,49554,79,0
192.168000168,146.229232115,49565,443,41,0
3.145240102,192.168000168,443,49517,64,0
192.168000168,3.145240102,49517,443,64,0
192.168000168,34.149100209,49488,443,64,0
192.168000168,18.160064018,49557,443,79,0
18.160064018,192.168000168,443,49557,79,0
192.168000168,18.160064018,49558,443,79,0
18.160064018,192.168000168,443,49558,79,0
192.168000168,34.198205138,49550,443,79,0
34.198205138,192.168000168,443,49550,79,0
192.168000192,224.000000252,50792,5355,61,0
146.229232115,192.168000168,443,49568,63,0
192.168000168,146.229232115,49568,443,63,0
192.168000001,192.168000168,54905,137,78,0
192.168000001,192.168000168,37078,137,78,0
146.229232115,192.168000168,443,49565,63,0
192.168000168,146.229232115,49565,443,63,0
192.168000168,174.142116040,49564,443,64,0
174.142116040,192.168000168,443,49564,64,0
192.168000168,174.142116040,49562,443,64,0
174.142116040,192.168000168,443,49562,64,0
192.168000168,104.017025014,49505,443,64,0
192.168000168,99.083186201,49552,443,64,0
192.168000168,3.232124239,49553,443,71,0
192.168000168,99.083186201,49554,443,64,0
192.168000001,192.168000168,34586,137,78,0
192.168000001,192.168000168,34600,137,78,0
192.168000168,18.160064018,49557,443,64,0
192.168000168,18.160064018,49558,443,64,0
192.168000168,34.198205138,49550,443,64,0
192.168000168,34.120208123,49487,443,64,0
192.168000168,192.168000001,64942,53,53,0
192.168000001,192.168000168,53,64942,69,0
192.168000168,192.168000001,64919,53,53,0
192.168000168,146.229248010,49569,443,52,0
192.168000168,192.168000001,55494,53,53,0
146.229248010,192.168000168,443,49569,52,0
192.168000168,146.229248010,49569,443,40,0
192.168000168,146.229248010,49569,443,557,0
192.168000001,192.168000168,53,64919,69,0
192.168000001,192.168000168,53,55494,69,0
192.168000168,192.168000001,63550,53,53,0
192.168000168,192.168000001,65218,53,53,0
146.229248010,192.168000168,443,49569,1500,1
146.229248010,192.168000168,443,49569,1216,1
146.229248010,192.168000168,443,49569,943,1
192.168000001,192.168000168,53,63550,105,0
192.168000168,146.229248010,49569,443,120,0
192.168000168,146.229248010,49569,443,831,0
192.168000001,192.168000168,53,65218,105,0
146.229248010,192.168000168,443,49569,311,0
146.229248010,192.168000168,443,49569,227,0
192.168000168,192.168000001,49878,53,57,0
192.168000001,192.168000168,53,49878,73,0
192.168000168,192.168000001,56543,53,57,0
192.168000168,146.229248010,49570,443,52,0
192.168000168,192.168000001,65114,53,57,0
192.168000001,192.168000168,53,56543,73,0
192.168000001,192.168000168,53,65114,73,0
192.168000168,192.168000001,61022,53,57,0
192.168000168,192.168000001,65152,53,57,0
146.229248010,192.168000168,443,49570,52,0
192.168000168,146.229248010,49570,443,40,0
192.168000168,146.229248010,49570,443,557,0
192.168000001,192.168000168,53,65152,109,0
192.168000001,192.168000168,53,61022,109,0
146.229248010,192.168000168,443,49570,1500,1
146.229248010,192.168000168,443,49570,1216,1
146.229248010,192.168000168,443,49570,943,1
192.168000168,146.229248010,49570,443,120,0
192.168000168,146.229248010,49570,443,835,0
146.229248010,192.168000168,443,49570,311,0
146.229248010,192.168000168,443,49570,40,0
192.168000168,192.168000001,63170,53,66,0
192.168000168,146.229248010,49571,443,52,0
192.168000001,192.168000168,53,63170,98,0
146.229248010,192.168000168,443,49571,52,0
192.168000168,146.229248010,49571,443,40,0
192.168000168,104.017025014,49572,443,52,0
192.168000168,192.168000001,58489,53,62,0
192.168000168,146.229248010,49571,443,697,0
192.168000168,146.229248010,49573,443,52,0
192.168000168,146.229248010,49574,443,52,0
192.168000168,146.229248010,49575,443,52,0
192.168000168,146.229248010,49576,443,52,0
192.168000168,192.168000001,63799,53,61,0
192.168000001,192.168000168,53,58489,160,0
192.168000168,192.168000001,51976,53,69,0
192.168000168,151.101129229,49577,443,52,0
192.168000168,192.168000001,64910,53,69,0
192.168000168,151.101129229,49578,443,52,0
192.168000001,192.168000168,53,63799,125,0
104.017025014,192.168000168,443,49572,52,0
192.168000168,104.017025014,49572,443,40,0
192.168000168,104.017025014,49572,443,662,0
192.168000168,104.017025014,49572,443,46,0
192.168000168,104.017025014,49572,443,464,0
192.168000168,104.017025014,49572,443,141,0
192.168000168,192.168000001,51203,53,61,0
192.168000168,151.101194137,49579,443,52,0
146.229248010,192.168000168,443,49575,52,0
192.168000168,146.229248010,49575,443,40,0
146.229248010,192.168000168,443,49574,52,0
192.168000168,146.229248010,49574,443,40,0
192.168000168,146.229248010,49575,443,557,0
192.168000168,146.229248010,49574,443,557,0
151.101129229,192.168000168,443,49577,52,0
192.168000168,151.101129229,49577,443,40,0
151.101129229,192.168000168,443,49578,52,0
192.168000001,192.168000168,53,51976,133,0
192.168000001,192.168000168,53,64910,133,0
146.229248010,192.168000168,443,49571,300,0
192.168000168,151.101129229,49578,443,40,0
146.229248010,192.168000168,443,49570,931,1
146.229248010,192.168000168,443,49573,52,0
192.168000168,146.229248010,49573,443,40,0
192.168000168,192.168000001,59415,53,69,0
192.168000168,151.101129229,49577,443,557,0
146.229248010,192.168000168,443,49576,52,0
192.168000168,146.229248010,49576,443,40,0
192.168000168,146.229248010,49571,443,120,0
192.168000168,192.168000001,57290,53,69,0
192.168000168,146.229248010,49570,443,735,0
