172.253.124.136,192.168.0.168,443,53540,225
192.168.0.168,172.217.215.132,59935,443,366
192.168.0.168,64.233.176.119,57659,443,325
192.168.0.168,172.217.215.132,59935,443,494
192.168.0.168,172.217.215.132,59935,443,281
192.168.0.168,64.233.176.119,57659,443,596
192.168.0.168,172.217.215.132,59935,443,268
172.217.215.132,192.168.0.168,443,59935,61
172.217.215.132,192.168.0.168,443,59935,1381
192.168.0.168,172.217.215.132,59935,443,64
172.217.215.132,192.168.0.168,443,59935,454
172.217.215.132,192.168.0.168,443,59935,985
64.233.176.119,192.168.0.168,443,57659,61
172.217.215.132,192.168.0.168,443,59935,485
172.217.215.132,192.168.0.168,443,59935,1323
192.168.0.168,64.233.176.119,57659,443,66
64.233.176.119,192.168.0.168,443,57659,508
64.233.176.119,192.168.0.168,443,57659,1380
64.233.176.119,192.168.0.168,443,57659,498
64.233.176.119,192.168.0.168,443,57659,1378
64.233.176.119,192.168.0.168,443,57659,875
64.233.176.119,192.168.0.168,443,57659,56
172.217.215.132,192.168.0.168,443,59935,841
172.217.215.132,192.168.0.168,443,59935,53
64.233.176.119,192.168.0.168,443,57659,443
64.233.176.119,192.168.0.168,443,57659,561
64.233.176.119,192.168.0.168,443,57659,493
64.233.176.119,192.168.0.168,443,57659,417
172.217.215.132,192.168.0.168,443,59935,54
64.233.176.119,192.168.0.168,443,57659,424
64.233.176.119,192.168.0.168,443,57659,428
64.233.176.119,192.168.0.168,443,57659,425
64.233.176.119,192.168.0.168,443,57659,934
64.233.176.119,192.168.0.168,443,57659,1346
64.233.176.119,192.168.0.168,443,57659,181
64.233.176.119,192.168.0.168,443,57659,910
64.233.176.119,192.168.0.168,443,57659,791
64.233.176.119,192.168.0.168,443,57659,260
64.233.176.119,192.168.0.168,443,57659,577
192.168.0.168,172.253.124.136,53540,443,652
172.253.124.136,192.168.0.168,443,53540,108
192.168.0.168,64.233.177.95,59936,443,1385
64.233.177.95,192.168.0.168,443,59936,1385
192.168.0.168,64.233.177.95,59936,443,70
64.233.177.95,192.168.0.168,443,59936,689
192.168.0.168,64.233.177.95,59936,443,71
192.168.0.168,64.233.177.95,59936,443,136
192.168.0.168,64.233.177.95,59936,443,98
64.233.177.95,192.168.0.168,443,59936,644
64.233.177.95,192.168.0.168,443,59936,152
192.168.0.168,64.233.177.95,59936,443,59
64.233.177.95,192.168.0.168,443,59936,55
192.168.0.168,172.253.124.136,53540,443,641
172.253.124.136,192.168.0.168,443,53540,1186
172.253.124.136,192.168.0.168,443,53540,58
172.253.124.136,192.168.0.168,443,53540,94
192.168.0.168,172.217.215.132,59935,443,283
192.168.0.168,172.217.215.132,59935,443,63
172.217.215.132,192.168.0.168,443,59935,59
172.253.124.136,192.168.0.168,443,53540,79
172.217.215.132,192.168.0.168,443,59935,173
172.217.215.132,192.168.0.168,443,59935,882
172.217.215.132,192.168.0.168,443,59935,60
192.168.0.168,172.253.124.136,53540,443,1159
172.253.124.136,192.168.0.168,443,53540,241
172.253.124.136,192.168.0.168,443,53540,84
192.168.0.168,172.253.124.136,53540,443,546
172.253.124.136,192.168.0.168,443,53540,279
192.168.0.168,192.168.0.1,50937,53,67
192.168.0.1,192.168.0.168,53,50937,227
192.168.0.168,192.168.0.1,55948,53,67
192.168.0.168,192.168.0.1,51662,53,67
192.168.0.168,173.194.219.95,55949,443,1385
173.194.219.95,192.168.0.168,443,55949,1385
192.168.0.168,173.194.219.95,55949,443,68
192.168.0.168,173.194.219.95,55949,443,70
173.194.219.95,192.168.0.168,443,55949,702
192.168.0.1,192.168.0.168,53,55948,227
192.168.0.168,192.168.0.1,51969,53,67
192.168.0.168,173.194.219.95,55949,443,71
192.168.0.1,192.168.0.168,53,51662,227
192.168.0.168,192.168.0.1,61374,53,67
192.168.0.168,173.194.219.95,55949,443,136
192.168.0.168,173.194.219.95,55949,443,99
192.168.0.168,173.194.219.95,55949,443,340
192.168.0.1,192.168.0.168,53,61374,179
173.194.219.95,192.168.0.168,443,55949,644
173.194.219.95,192.168.0.168,443,55949,152
173.194.219.95,192.168.0.168,443,55949,58
192.168.0.168,173.194.219.95,55949,443,59
173.194.219.95,192.168.0.168,443,55949,302
173.194.219.95,192.168.0.168,443,55949,52
192.168.0.168,173.194.219.95,55949,443,64
192.168.0.168,173.194.219.95,55949,443,367
192.168.0.1,192.168.0.168,53,51969,179
173.194.219.95,192.168.0.168,443,55949,1381
173.194.219.95,192.168.0.168,443,55949,1368
173.194.219.95,192.168.0.168,443,55949,55
192.168.0.168,172.253.124.136,53540,443,1008
192.168.0.168,173.194.219.95,55949,443,278
192.168.0.168,192.168.0.1,51205,53,66
173.194.219.95,192.168.0.168,443,55949,84
173.194.219.95,192.168.0.168,443,55949,53
192.168.0.168,173.194.219.95,55949,443,113
192.168.0.168,173.194.219.95,55949,443,335
173.194.219.95,192.168.0.168,443,55949,59
173.194.219.95,192.168.0.168,443,55949,195
173.194.219.95,192.168.0.168,443,55949,286
173.194.219.95,192.168.0.168,443,55949,154
173.194.219.95,192.168.0.168,443,55949,222
192.168.0.1,192.168.0.168,53,51205,190
192.168.0.168,192.168.0.1,57928,53,63
192.168.0.168,172.253.124.138,57929,443,1385
192.168.0.168,192.168.0.1,64615,53,63
172.253.124.138,192.168.0.168,443,57929,1385
192.168.0.168,172.253.124.138,57929,443,68
192.168.0.1,192.168.0.168,53,64615,159
192.168.0.168,172.253.124.138,57929,443,70
192.168.0.168,192.168.0.1,62706,53,63
192.168.0.168,173.194.219.95,55949,443,1281
172.253.124.138,192.168.0.168,443,57929,150
192.168.0.1,192.168.0.168,53,57928,159
192.168.0.168,192.168.0.1,60413,53,63
192.168.0.168,172.253.124.138,57929,443,136
192.168.0.168,172.253.124.138,57929,443,93
192.168.0.168,172.253.124.138,57929,443,1192
192.168.0.1,192.168.0.168,53,62706,175
172.253.124.138,192.168.0.168,443,57929,643
172.253.124.138,192.168.0.168,443,57929,152
192.168.0.168,172.253.124.138,57929,443,59
172.253.124.138,192.168.0.168,443,57929,54
173.194.219.95,192.168.0.168,443,55949,197
173.194.219.95,192.168.0.168,443,55949,244
192.168.0.168,173.194.219.95,55949,443,65
192.168.0.1,192.168.0.168,53,60413,175
172.253.124.138,192.168.0.168,443,57929,59
172.253.124.138,192.168.0.168,443,57929,1381
172.253.124.138,192.168.0.168,443,57929,879
172.253.124.138,192.168.0.168,443,57929,65
192.168.0.168,172.253.124.138,57929,443,64
172.253.124.138,192.168.0.168,443,57929,245
173.194.219.95,192.168.0.168,443,55949,56
192.168.0.168,192.168.0.1,56266,53,61
192.168.0.1,192.168.0.168,53,56266,77
192.168.0.168,192.168.0.1,59612,53,61
192.168.0.1,192.168.0.168,53,59612,77
192.168.0.168,192.168.0.1,59088,53,61
192.168.0.1,192.168.0.168,53,59088,89
192.168.0.168,172.253.124.138,57929,443,794
172.253.124.138,192.168.0.168,443,57929,58
192.168.0.168,172.253.124.138,57929,443,60
172.253.124.138,192.168.0.168,443,57929,970
172.253.124.138,192.168.0.168,443,57929,122
172.253.124.138,192.168.0.168,443,57929,55
172.217.215.94,192.168.0.168,80,49269,40
192.168.0.168,192.168.0.1,64633,53,60
192.168.0.1,192.168.0.168,53,64633,156
192.168.0.168,192.168.0.1,57772,53,60
192.168.0.168,64.233.176.99,64634,443,1385
64.233.176.99,192.168.0.168,443,64634,1385
192.168.0.168,64.233.176.99,64634,443,70
64.233.176.99,192.168.0.168,443,64634,149
192.168.0.1,192.168.0.168,53,57772,156
